"submission_id","QUD","RT","age","b1","b2","comments","education","endTime","experiment_id","gender","languages","optionLeft","optionRight","p1","p2","picture","question","question1","question2","question3","question4","response","startDate","startTime","timeSpent","trial_name","trial_number","utterances","participant_id"
516,"Rate how likely each of the following statements is!",24534,35,"282.5|140|40|80","437.5|160|80|40",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","250|230|75|100","475|230|75|100","images/group2/S55-1006.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","71|29|7|58","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",12,"g|b|none|bg","participant1"
516,"Rate how likely each of the following statements is!",16208,35,"377.5|120|80|40","347.5|160|80|40",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S30-805-dep.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","0|18|0|76","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",13,"b|g|bg|none","participant1"
516,"Rate how likely each of the following statements is!",18558,35,"282.5|140|40|80","432.5|140|40|80",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S12-203.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","71|5|18|2","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",14,"bg|none|g|b","participant1"
516,"Rate how likely each of the following statements is!",19963,35,"335|160|80|40","365|120|80|40",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","362.5|230|75|100",NA,"images/group2/S54-806.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","73|24|5|29","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",15,"none|bg|g|b","participant1"
516,"Rate how likely each of the following statements is!",20415,35,"292.5|40|40|80","437.5|40|40|80",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","250|180|75|200","475|180|75|200","images/group2/S15-443.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","91|29|11|4","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",16,"bg|g|b|none","participant1"
516,"Rate how likely each of the following statements is!",19388,35,"292.5|40|40|80","442.5|140|40|80",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","250|180|75|200","475|230|75|100","images/group2/S10-203.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","5|17|27|90","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",17,"none|b|g|bg","participant1"
516,"Rate how likely each of the following statements is!",18606,35,"282.5|140|40|80","442.5|140|40|80",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S7-130.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","3|0|0|94","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",18,"none|g|b|bg","participant1"
516,"Rate how likely each of the following statements is!",20350,35,"282.5|140|40|80","437.5|140|40|80",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S22-468.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","89|15|0|4","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",19,"bg|g|b|none","participant1"
516,"Rate how likely each of the following statements is!",19583,35,"282.5|40|40|80","442.5|140|40|80",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","250|180|75|200","475|230|75|100","images/group2/S32-806.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","37|82|15|28","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",20,"b|bg|none|g","participant1"
516,"Rate how likely each of the following statements is!",17820,35,"292.5|40|40|80","437.5|140|40|80",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","250|180|75|200","475|230|75|100","images/group2/S20-468.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","80|13|1|25","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",21,"bg|g|none|b","participant1"
516,"Rate how likely each of the following statements is!",20293,35,"250|160|80|40","400|40|40|80",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","287.5|230|75|100","437.5|180|75|200","images/group2/S93-1674.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","0|94|0|36","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",22,"g|b|none|bg","participant1"
516,"Rate how likely each of the following statements is!",17412,35,"292.5|140|40|80","432.5|140|40|80",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S30-805.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","2|22|90|2","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",23,"b|bg|none|g","participant1"
516,"Rate how likely each of the following statements is!",19598,35,"292.5|140|40|80","437.5|140|40|80",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","362.5|230|150|100",NA,"images/group2/S57-1007.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","18|92|3|0","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",24,"bg|b|none|g","participant1"
516,"Rate how likely each of the following statements is!",19171,35,"335|160|80|40","375|100|40|80",NA,"Graduated College",1579852658835,12,"female","English","impossible event","certain event","362.5|230|75|100",NA,"images/group2/S59-1007.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","89|3|20|33","Fri Jan 24 2020 07:45:04 GMT+0000 (Greenwich Mean Time)",1579851904311,12.5754,"slider_main",25,"none|g|bg|b","participant1"
515,NA,805414,29,"287.5|140|40|80","427.5|160|80|40","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english",NA,NA,"262.5|230|50|100","462.5|230|50|100",NA,NA,NA,NA,NA,NA,"100|0|100|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"train1",1,"bg|g|bg|b","participant2"
515,NA,864672,29,"292.5|40|40|80","442.5|140|40|80","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english",NA,NA,"212.5|180|150|200","512.5|230|150|100",NA,NA,NA,NA,NA,NA,"0|0|0|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"train2",2,"b|bg|bg|bg","participant2"
515,NA,54181,29,"423.95117908829513|100|40|80","383.6859363050826|160|80|40","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english",NA,NA,"362.5|230|75|100",NA,NA,NA,NA,NA,NA,NA,"100|0|0|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"train3",3,"b|none|none|bg","participant2"
515,NA,21330,29,"481.69014280743863|138.33333333333331|80|40","429.07222057740904|178.33333333333331|80|40","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english",NA,NA,"seesaw",NA,NA,NA,NA,NA,NA,NA,"0|0|0|100","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"train4",4,"g|none|g|bg","participant2"
515,"Rate how likely each of the following statements is!",26011,29,"362.5|138.33333333333331|80|40","362.5|178.33333333333331|80|40","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","seesaw",NA,"images/group1/S42-806.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","0|0|0|100","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",1,"g|bg|b|none","participant2"
515,"Rate how likely each of the following statements is!",21138,29,"377.5|120|80|40","347.5|160|80|40","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","362.5|230|150|100",NA,"images/group1/S30-805-dep.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","0|0|100|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",2,"b|bg|none|g","participant2"
515,"Rate how likely each of the following statements is!",13541,29,"282.5|140|40|80","437.5|140|40|80","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","362.5|230|150|100",NA,"images/group1/S22-468.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","0|0|0|100","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",3,"none|b|g|bg","participant2"
515,"Rate how likely each of the following statements is!",326283,29,"335|160|80|40","365|120|80|40","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","362.5|230|75|100",NA,"images/group1/S54-806.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","0|0|0|100","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",4,"bg|b|g|none","participant2"
515,"Rate how likely each of the following statements is!",180327,29,"302.5|160|80|40","417.5|40|40|80","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","275|230|75|100","450|180|75|200","images/group1/S34-806.jpg",NA,"<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","0|100|0|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",5,"g|none|b|bg","participant2"
515,"Rate how likely each of the following statements is!",25002,29,"335|160|80|40","375|100|40|80","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","362.5|230|75|100",NA,"images/group1/S59-1007.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","0|0|100|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",6,"b|bg|g|none","participant2"
515,"Rate how likely each of the following statements is!",44395,29,"282.5|140|40|80","437.5|160|80|40","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","250|230|75|100","475|230|75|100","images/group1/S55-1006.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","0|100|0|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",7,"b|g|bg|none","participant2"
515,"Rate how likely each of the following statements is!",15021,29,"317.5|140|40|80","417.5|140|40|80","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","237.5|230|150|100","487.5|230|150|100","images/group1/S8-202.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","0|0|100|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",8,"none|g|b|bg","participant2"
515,"Rate how likely each of the following statements is!",13449,29,"320|140|40|80","400|140|40|80","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","300|230|50|100","425|230|50|100","images/group1/S63-1039.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","0|0|100|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",9,"none|bg|g|b","participant2"
515,"Rate how likely each of the following statements is!",9668,29,"287.5|140|40|80","437.5|140|40|80","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","212.5|230|150|100","512.5|230|150|100","images/group1/S83-1609.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","0|100|0|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",10,"b|bg|g|none","participant2"
515,"Rate how likely each of the following statements is!",8235,29,"282.5|140|40|80","442.5|140|40|80","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","362.5|230|150|100",NA,"images/group1/S7-130.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","100|0|0|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",11,"bg|none|b|g","participant2"
515,"Rate how likely each of the following statements is!",372701,29,"287.5|140|40|80","437.5|140|40|80","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","362.5|230|150|100",NA,"images/group1/S89-1642.jpg",NA,"<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","100|0|0|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",12,"bg|none|b|g","participant2"
515,"Rate how likely each of the following statements is!",35028,29,"292.5|140|40|80","432.5|140|40|80","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","362.5|230|150|100",NA,"images/group1/S30-805.jpg",NA,"<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","100|0|0|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",13,"none|g|b|bg","participant2"
515,"Rate how likely each of the following statements is!",27761,29,"252.5|178.33333333333331|80|40","472.5|178.33333333333331|80|40","sorry if i didnt finsh in time i had important phone call i may have just failed by seconds","Graduated College",1579786472455,12,"male","english","impossible event","certain event","seesaw",NA,"images/group1/S7-130-dep.jpg",NA,"<b>Blue will</b> and <b>green will not</b> touch the ground.","<b>Blue will not</b> and <b>green will not</b> touch the ground.","<b>Blue will</b> and <b>green will</b> touch the ground.","<b>Blue will not</b> and <b>green will</b> touch the ground.","0|0|100|0","Thu Jan 23 2020 12:36:33 GMT+0000 (Greenwich Mean Time)",1579782993098,57.9892833333333,"slider_main",14,"b|none|bg|g","participant2"
